ID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,total_emotions,total_sentiments
15083,0.0476,0.1905,0.0476,0.1429,0.0952,0.5,0.5,0.1429,0.0,0.3333,21,10
15084,0.0849,0.1604,0.0755,0.1509,0.0849,0.6364,0.3636,0.2453,0.066,0.1321,106,55
15088,0.0,0.2326,0.0233,0.1628,0.1163,0.5625,0.4375,0.1628,0.0698,0.2326,43,16
15089,0.1167,0.15,0.05,0.1833,0.1,0.48,0.52,0.15,0.1,0.15,60,25
15090,0.1304,0.1304,0.087,0.2609,0.0435,0.6562,0.3438,0.1739,0.0435,0.1304,46,32
15091,0.0,0.0,0.0588,0.0588,0.0,0.9091,0.0909,0.5882,0.2941,0.0,17,11
15092,0.2,0.2,0.1333,0.2,0.0,0.6,0.4,0.2,0.0,0.0667,15,5
15094,0.1538,0.0,0.2308,0.3077,0.0769,0.6667,0.3333,0.1538,0.0,0.0769,13,9
15100,0.0,0.0,0.0,1.0,0.0,0.1667,0.8333,0.0,0.0,0.0,1,6
15101,0.0714,0.1429,0.0714,0.1429,0.0714,0.5,0.5,0.1429,0.0714,0.2857,14,6
15104,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3
15107,0.0,0.1667,0.0833,0.0833,0.1667,0.125,0.875,0.0833,0.0833,0.3333,12,8
15108,0.0,0.0952,0.0952,0.1429,0.0,0.3846,0.6154,0.1905,0.0952,0.381,21,13
15109,0.1724,0.1034,0.069,0.2069,0.069,0.7692,0.2308,0.2069,0.0345,0.1379,29,13
28288,0.1818,0.0909,0.1364,0.1818,0.0455,0.4706,0.5294,0.2273,0.0,0.1364,22,17
28293,0.0882,0.1765,0.0588,0.2059,0.0294,0.4615,0.5385,0.1765,0.0,0.2647,34,13
28294,0.1571,0.1429,0.1,0.1286,0.0571,0.5714,0.4286,0.2714,0.0429,0.1,70,42
28297,0.0706,0.1882,0.0471,0.2353,0.0471,0.4906,0.5094,0.2471,0.0353,0.1294,85,53
28298,0.0312,0.1562,0.0,0.1562,0.1562,0.2069,0.7931,0.125,0.0938,0.2812,32,29
28301,0.12,0.12,0.12,0.16,0.1,0.7368,0.2632,0.22,0.04,0.12,50,19
28302,0.1515,0.1515,0.0606,0.0303,0.1212,0.4643,0.5357,0.1515,0.0303,0.303,33,28
28303,0.1515,0.0909,0.0,0.2121,0.0303,0.4706,0.5294,0.2121,0.0303,0.2727,33,17
28304,0.0625,0.1875,0.0,0.3125,0.125,0.625,0.375,0.1875,0.0,0.125,16,8
28305,0.1156,0.1293,0.1224,0.1633,0.1088,0.5373,0.4627,0.1905,0.0204,0.1497,147,67
28306,0.087,0.1884,0.1014,0.1159,0.1159,0.6129,0.3871,0.1739,0.0435,0.1739,69,31
28311,0.2308,0.0769,0.2308,0.2308,0.0,1.0,0.0,0.2308,0.0,0.0,13,4
28312,0.1429,0.1071,0.1071,0.25,0.0357,0.7368,0.2632,0.25,0.0357,0.0714,28,19
28317,0.0455,0.2273,0.0909,0.0909,0.1364,0.5,0.5,0.1818,0.0455,0.1818,22,12
28321,0.069,0.1379,0.0,0.1724,0.069,0.3636,0.6364,0.2069,0.1724,0.1724,29,22
28323,0.125,0.1667,0.0417,0.0833,0.125,0.2083,0.7917,0.125,0.0417,0.2917,24,24
28329,0.125,0.0833,0.0833,0.125,0.0833,0.3158,0.6842,0.0833,0.0833,0.3333,24,19
28333,0.0667,0.2,0.0667,0.2,0.0,1.0,0.0,0.3333,0.0,0.1333,15,7
28335,0.0833,0.0556,0.0556,0.2778,0.0278,0.7368,0.2632,0.2778,0.0833,0.1389,36,19
28343,0.0222,0.1778,0.0444,0.1111,0.0889,0.5417,0.4583,0.2222,0.0889,0.2444,45,24
28346,0.15,0.075,0.075,0.275,0.025,0.6667,0.3333,0.225,0.05,0.125,40,18
28350,0.087,0.087,0.1739,0.2174,0.087,0.625,0.375,0.1304,0.087,0.1304,23,8
28351,0.0,0.25,0.125,0.0,0.0,0.4,0.6,0.25,0.0,0.375,8,10
28354,0.1707,0.2195,0.122,0.1463,0.0,0.4194,0.5806,0.0976,0.0488,0.1951,41,31
28358,0.1,0.2,0.0,0.1,0.2,0.3333,0.6667,0.1,0.1,0.2,10,6
28365,0.12,0.1733,0.08,0.1467,0.0667,0.4,0.6,0.1467,0.0533,0.2133,75,45
28366,0.0615,0.2769,0.0308,0.1385,0.1231,0.3333,0.6667,0.0923,0.1077,0.1692,65,18
28367,0.0816,0.102,0.0612,0.2449,0.0714,0.5714,0.4286,0.1939,0.051,0.1939,98,56
28368,0.0,0.275,0.0,0.15,0.15,0.3846,0.6154,0.075,0.125,0.225,40,26
28373,0.04,0.16,0.16,0.2,0.08,0.6538,0.3462,0.12,0.08,0.16,25,26
28377,0.098,0.1569,0.0784,0.1569,0.098,0.56,0.44,0.1961,0.0784,0.1373,51,25
28379,0.1429,0.0571,0.1429,0.1143,0.0286,0.5,0.5,0.1714,0.0857,0.2571,35,14
28380,0.0538,0.2385,0.0154,0.1077,0.1692,0.32,0.68,0.1154,0.0692,0.2308,130,75
28381,0.1714,0.1714,0.1714,0.1143,0.0286,0.5455,0.4545,0.2,0.0286,0.1143,35,22
28382,0.1333,0.2,0.0,0.1333,0.0667,0.4,0.6,0.2,0.0667,0.2,15,10
28384,0.1111,0.1818,0.0606,0.1818,0.0808,0.5745,0.4255,0.202,0.0707,0.1111,99,47
28386,0.1463,0.0854,0.0854,0.1098,0.0732,0.4286,0.5714,0.1463,0.0488,0.3049,82,42
28388,0.1591,0.0455,0.1591,0.2273,0.0227,0.4828,0.5172,0.2045,0.0227,0.1591,44,29
28390,0.087,0.087,0.1159,0.1449,0.087,0.6286,0.3714,0.2464,0.0435,0.1884,69,35
28393,0.1129,0.129,0.0806,0.2258,0.0806,0.6333,0.3667,0.1935,0.0161,0.1613,62,30
28399,0.069,0.1724,0.0805,0.1494,0.069,0.5,0.5,0.2184,0.023,0.2184,87,54
28402,0.0882,0.2059,0.0294,0.1176,0.0882,0.5,0.5,0.2353,0.0294,0.2059,34,22
28403,0.1429,0.0476,0.1429,0.3333,0.0,0.8889,0.1111,0.2857,0.0,0.0476,21,9
28405,0.0741,0.2222,0.0,0.1667,0.1296,0.4074,0.5926,0.1296,0.0,0.2778,54,27
28410,0.0294,0.1471,0.0588,0.0588,0.1471,0.5455,0.4545,0.2353,0.1176,0.2059,34,22
28413,0.1,0.15,0.05,0.1,0.05,0.4375,0.5625,0.25,0.0,0.3,20,16
28414,0.2029,0.1014,0.1159,0.1884,0.1014,0.4444,0.5556,0.1739,0.0145,0.1014,69,36
28417,0.2,0.08,0.16,0.28,0.0,0.8333,0.1667,0.24,0.0,0.04,25,12
28419,0.0392,0.1765,0.0588,0.1176,0.098,0.4167,0.5833,0.1765,0.1176,0.2157,51,24
